dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_description
2013-12-25 23:00:00 +0000 UTC,274.54,274.26,274.82,1026,63,1,205,0,sky is clear
2013-12-26 01:00:00 +0000 UTC,274.19,272.04,275.93,1023,76,1,205,0,sky is clear
2013-12-26 02:00:00 +0000 UTC,273.24,272.59,274.26,1027,73,1,205,0,sky is clear
2013-12-26 04:00:00 +0000 UTC,271.25,269.82,272.59,1023,82,1,205,0,sky is clear
2013-12-26 05:00:00 +0000 UTC,272.47,270.93,274.26,1025,83,1,75,0,sky is clear
2013-12-26 06:00:00 +0000 UTC,272.32,271.48,272.59,1025,81,0,183,0,sky is clear
2013-12-26 07:00:00 +0000 UTC,272.5,271.48,273.71,1023,77,1,205,0,sky is clear
2013-12-26 09:00:00 +0000 UTC,271.48,270.93,272.04,1024,82,1,205,0,sky is clear
2013-12-26 10:00:00 +0000 UTC,271.37,270.37,272.04,1026,86,1,205,0,sky is clear
2013-12-26 11:00:00 +0000 UTC,270.8,270.37,271.48,1028,73,0,143,0,sky is clear
2013-12-26 12:00:00 +0000 UTC,270.66,269.26,272.04,1031,78,2,245,0,sky is clear
2013-12-26 13:00:00 +0000 UTC,270.8,269.82,272.59,1027,82,0,177,0,sky is clear
2013-12-26 14:00:00 +0000 UTC,273.48,272.04,275.93,1032,65,1,266,0,sky is clear
2013-12-26 15:00:00 +0000 UTC,275.18,274.82,275.93,1030,73,1,129,0,sky is clear
2013-12-26 16:00:00 +0000 UTC,277.56,275.93,278.71,1032,55,1,205,0,sky is clear
2013-12-26 18:00:00 +0000 UTC,280.42,278.15,282.59,1025,73,1,256,0,sky is clear
2013-12-26 19:00:00 +0000 UTC,280.92,279.26,282.04,1025,46,1,325,0,sky is clear
2013-12-26 20:00:00 +0000 UTC,281.8,281.48,282.04,1030,41,1,205,0,sky is clear
2013-12-26 22:00:00 +0000 UTC,280.83,279.26,281.48,1025,52,1,205,0,sky is clear
2013-12-27 00:00:00 +0000 UTC,277.6,275.37,279.26,1026,58,1,205,0,sky is clear
2013-12-27 01:00:00 +0000 UTC,275.93,275.37,276.48,1029,73,1,205,0,sky is clear
2013-12-27 03:00:00 +0000 UTC,273.86,270.37,275.93,1026,73,1,205,0,sky is clear
2013-12-27 04:00:00 +0000 UTC,273.86,271.48,275.93,1026,73,1,205,0,sky is clear
2013-12-27 05:00:00 +0000 UTC,272.22,268.71,274.82,1029,94,1,205,0,sky is clear
2013-12-27 07:00:00 +0000 UTC,270.65,268.71,272.04,1028,83,1,205,0,sky is clear
2013-12-27 08:00:00 +0000 UTC,271.08,268.15,274.26,1027,73,1,205,0,sky is clear
2013-12-27 09:00:00 +0000 UTC,270.32,267.59,273.71,1027,73,1,205,0,sky is clear
2013-12-27 10:00:00 +0000 UTC,269.81,267.59,272.04,1027,85,1,205,0,sky is clear
2013-12-27 11:00:00 +0000 UTC,269.26,267.04,271.48,1028,90,1,205,0,sky is clear
2013-12-27 13:00:00 +0000 UTC,269.62,267.04,272.04,1034,73,1,307,0,sky is clear
2013-12-27 14:00:00 +0000 UTC,273,269.82,275.93,1031,83,1,172,0,sky is clear
2013-12-27 16:00:00 +0000 UTC,277.35,275.93,279.26,1030,73,1,205,0,sky is clear
2013-12-27 17:00:00 +0000 UTC,280.53,279.82,281.48,1031,73,1,23,0,sky is clear
2013-12-27 19:00:00 +0000 UTC,282.6,281.48,283.71,1028,42,1,205,0,sky is clear
2013-12-27 20:00:00 +0000 UTC,283.24,282.04,284.26,1029,73,0,202,0,sky is clear
2013-12-27 21:00:00 +0000 UTC,283.71,282.59,285.37,1032,37,1,148,0,sky is clear
2013-12-27 22:00:00 +0000 UTC,283.16,280.93,284.82,1027,73,1,205,0,sky is clear
2013-12-27 23:00:00 +0000 UTC,279.61,278.15,280.93,1027,55,1,205,0,sky is clear
2013-12-28 01:00:00 +0000 UTC,276.52,272.04,280.37,1029,62,1,163,0,sky is clear
2013-12-28 02:00:00 +0000 UTC,275.64,270.93,280.37,1033,44,1,96,0,sky is clear
2013-12-28 04:00:00 +0000 UTC,273.37,269.26,278.15,1027,73,1,205,0,sky is clear
2013-12-28 05:00:00 +0000 UTC,272.93,268.71,277.04,1029,73,2,141,0,sky is clear
2013-12-28 07:00:00 +0000 UTC,269.97,268.15,271.48,1027,89,1,205,0,sky is clear
2013-12-28 09:00:00 +0000 UTC,269.99,267.59,272.59,1028,81,1,205,0,sky is clear
2013-12-28 11:00:00 +0000 UTC,269.43,267.59,271.48,1029,73,1,205,0,sky is clear
2013-12-28 12:00:00 +0000 UTC,270,267.59,272.04,1027,84,0,123,0,sky is clear
2013-12-28 13:00:00 +0000 UTC,271.38,269.26,272.59,1026,73,1,205,0,sky is clear
2013-12-28 14:00:00 +0000 UTC,271.96,269.26,274.82,1032,74,1,205,0,sky is clear
2013-12-28 15:00:00 +0000 UTC,272.77,270.93,274.82,1028,83,1,205,0,sky is clear
2013-12-28 16:00:00 +0000 UTC,274.8,274.26,275.93,1026,73,1,205,0,sky is clear
2013-12-28 17:00:00 +0000 UTC,278.15,277.04,279.26,1025,66,1,205,0,sky is clear
2013-12-28 19:00:00 +0000 UTC,279.03,277.59,279.82,1023,73,1,205,0,sky is clear
2013-12-28 20:00:00 +0000 UTC,279.01,278.15,279.82,1023,73,1,205,0,sky is clear
2013-12-28 21:00:00 +0000 UTC,278.49,278.15,278.71,1028,64,0,110,0,sky is clear
2013-12-28 22:00:00 +0000 UTC,276.48,276.48,276.48,1025,81,1,56,0,light rain
2013-12-28 23:00:00 +0000 UTC,276.07,275.93,276.48,1024,88,0,33,0,light rain
2013-12-29 00:00:00 +0000 UTC,276.56,275.93,277.59,1022,73,1,205,0,light rain
2013-12-29 02:00:00 +0000 UTC,276.26,275.93,276.48,1017,73,1,205,0,light rain
2013-12-29 03:00:00 +0000 UTC,276.48,276.48,276.48,1017,90,1,205,0,moderate rain
2013-12-29 04:00:00 +0000 UTC,276.33,275.93,276.48,1015,73,1,205,0,moderate rain
2013-12-29 05:00:00 +0000 UTC,277.36,276.48,278.71,1014,73,2,331,0,heavy intensity rain
2013-12-29 05:00:00 +0000 UTC,277.36,276.48,278.71,1014,73,2,331,0,mist
2013-12-29 07:00:00 +0000 UTC,277.91,277.59,278.15,1016,97,0,356,0,moderate rain
2013-12-29 07:00:00 +0000 UTC,277.91,277.59,278.15,1016,97,0,356,0,mist
2013-12-29 08:00:00 +0000 UTC,278.01,277.59,278.71,1010,73,1,205,0,moderate rain
2013-12-29 08:00:00 +0000 UTC,278.01,277.59,278.71,1010,73,1,205,0,mist
2013-12-29 09:00:00 +0000 UTC,278.3,277.59,279.26,1009,73,1,205,0,heavy intensity rain
2013-12-29 10:00:00 +0000 UTC,278.53,277.59,279.26,1010,98,1,205,0,heavy intensity rain
2013-12-29 10:00:00 +0000 UTC,278.53,277.59,279.26,1010,98,1,205,0,mist
2013-12-29 11:00:00 +0000 UTC,278.49,277.59,279.15,1012,93,1,190,90,moderate rain
2013-12-29 11:00:00 +0000 UTC,278.49,277.59,279.15,1012,93,1,190,90,mist
2013-12-29 12:00:00 +0000 UTC,278.41,277.59,279.15,1012,93,2,0,90,moderate rain
2013-12-29 12:00:00 +0000 UTC,278.41,277.59,279.15,1012,93,2,0,90,mist
2013-12-29 13:00:00 +0000 UTC,278.46,277.59,279.26,1009,99,1,219,0,light rain
2013-12-29 13:00:00 +0000 UTC,278.46,277.59,279.26,1009,99,1,219,0,mist
2013-12-29 14:00:00 +0000 UTC,278.3,277.59,279.15,1010,73,1,205,0,light rain
2013-12-29 15:00:00 +0000 UTC,278.69,278.15,279.26,1011,73,1,232,0,light rain
2013-12-29 15:00:00 +0000 UTC,278.69,278.15,279.26,1011,73,1,232,0,mist
2013-12-29 16:00:00 +0000 UTC,279.58,279.26,280.37,1013,93,4,228,0,light rain
2013-12-29 17:00:00 +0000 UTC,280.27,279.26,281.48,1017,96,2,270,0,light rain
2013-12-29 18:00:00 +0000 UTC,281.57,280.93,282.15,1011,73,1,225,0,sky is clear
2013-12-29 19:00:00 +0000 UTC,281.61,281.15,282.15,1012,73,3,225,0,sky is clear
2013-12-29 20:00:00 +0000 UTC,281.07,280.37,281.48,1017,93,1,268,0,sky is clear
2013-12-29 21:00:00 +0000 UTC,281.41,281.15,281.48,1011,86,0,219,0,sky is clear
2013-12-29 23:00:00 +0000 UTC,279.19,277.04,280.93,1013,73,1,205,0,sky is clear
2013-12-30 01:00:00 +0000 UTC,278.7,278.15,280.37,1016,73,0,202,0,sky is clear
2013-12-30 02:00:00 +0000 UTC,277.97,275.37,280.37,1020,92,2,266,0,sky is clear
2013-12-30 03:00:00 +0000 UTC,278.14,277.59,279.82,1014,97,1,205,0,sky is clear
2013-12-30 04:00:00 +0000 UTC,278.34,277.59,279.26,1015,73,1,205,0,sky is clear
2013-12-30 05:00:00 +0000 UTC,278.42,277.04,279.82,1015,73,1,205,0,sky is clear
2013-12-30 06:00:00 +0000 UTC,278.63,277.59,279.82,1015,95,0,86,0,sky is clear
2013-12-30 07:00:00 +0000 UTC,278.83,278.15,279.82,1015,73,1,205,0,sky is clear
2013-12-30 08:00:00 +0000 UTC,279.05,278.71,279.82,1018,93,2,290,90,overcast clouds
2013-12-30 09:00:00 +0000 UTC,278.78,278.15,279.26,1015,93,1,205,0,light rain
2013-12-30 09:00:00 +0000 UTC,278.78,278.15,279.26,1015,93,1,205,0,mist
2013-12-30 11:00:00 +0000 UTC,277.67,277.04,278.71,1016,73,1,205,0,sky is clear
2013-12-30 12:00:00 +0000 UTC,276.77,276.15,277.15,1022,92,0,63,0,sky is clear
2013-12-30 13:00:00 +0000 UTC,276.15,275.37,277.15,1019,73,1,205,0,sky is clear
2013-12-30 14:00:00 +0000 UTC,275.09,274.26,276.48,1020,85,1,340,0,sky is clear
2013-12-30 16:00:00 +0000 UTC,275.25,274.26,276.15,1021,73,1,205,0,sky is clear
2013-12-30 17:00:00 +0000 UTC,275.49,274.82,276.48,1021,73,1,8,0,sky is clear
2013-12-30 18:00:00 +0000 UTC,275.87,275.37,276.48,1022,73,1,307,0,sky is clear
2013-12-30 19:00:00 +0000 UTC,275.63,274.82,276.48,1022,69,1,205,75,broken clouds
2013-12-30 20:00:00 +0000 UTC,276.28,275.93,276.48,1019,73,1,205,0,sky is clear
2013-12-30 21:00:00 +0000 UTC,276.1,274.82,277.04,1019,73,1,205,0,sky is clear
2013-12-30 22:00:00 +0000 UTC,275.92,275.37,276.48,1022,81,1,205,0,sky is clear
2013-12-30 23:00:00 +0000 UTC,275.19,274.82,275.37,1020,73,1,205,0,sky is clear
2013-12-31 00:00:00 +0000 UTC,275.37,275.37,275.37,1021,84,1,205,0,sky is clear
2013-12-31 01:00:00 +0000 UTC,274.82,274.82,274.82,1026,80,1,205,0,sky is clear
2013-12-31 02:00:00 +0000 UTC,275.05,274.26,275.93,1026,81,1,205,0,sky is clear
2013-12-31 03:00:00 +0000 UTC,275.13,274.82,275.37,1021,73,1,205,0,sky is clear
2013-12-31 04:00:00 +0000 UTC,274.97,274.26,275.37,1027,84,1,205,0,sky is clear
2013-12-31 05:00:00 +0000 UTC,274.61,273.71,275.37,1024,73,1,205,0,sky is clear
2013-12-31 06:00:00 +0000 UTC,273.76,272.59,274.82,1021,73,0,22,0,sky is clear
2013-12-31 07:00:00 +0000 UTC,272.13,270.93,274.26,1024,73,1,205,0,sky is clear
2013-12-31 08:00:00 +0000 UTC,271.94,270.37,273.71,1022,73,0,280,0,sky is clear
2013-12-31 09:00:00 +0000 UTC,272.42,271.48,274.26,1024,73,1,205,0,sky is clear
2013-12-31 10:00:00 +0000 UTC,271.17,270.37,271.48,1024,96,1,205,0,sky is clear
2013-12-31 11:00:00 +0000 UTC,270.53,268.71,271.48,1024,73,1,205,0,sky is clear
2013-12-31 12:00:00 +0000 UTC,270.21,268.15,272.59,1031,89,3,271,0,sky is clear
2013-12-31 14:00:00 +0000 UTC,270.75,268.15,272.59,1026,73,1,205,0,sky is clear
2013-12-31 15:00:00 +0000 UTC,273.69,272.04,275.37,1028,69,3,277,0,sky is clear
2013-12-31 16:00:00 +0000 UTC,275.37,275.37,275.37,1028,63,1,254,0,sky is clear
2013-12-31 18:00:00 +0000 UTC,276.3,275.37,277.04,1028,73,1,205,0,sky is clear
2013-12-31 19:00:00 +0000 UTC,277.51,276.48,278.71,1027,65,1,205,0,sky is clear
2013-12-31 20:00:00 +0000 UTC,278.19,276.48,279.82,1025,73,0,202,0,sky is clear
2013-12-31 21:00:00 +0000 UTC,278.5,277.04,280.37,1026,60,1,205,0,sky is clear
2013-12-31 22:00:00 +0000 UTC,277.26,276.48,278.15,1024,54,1,205,0,sky is clear
2013-12-31 23:00:00 +0000 UTC,275.47,274.82,276.48,1026,73,1,205,0,sky is clear
2014-01-01 00:00:00 +0000 UTC,274.57,272.59,276.48,1028,59,0,0,75,broken clouds
2014-01-01 01:00:00 +0000 UTC,273.29,270.93,275.37,1027,73,1,205,0,sky is clear
2014-01-01 02:00:00 +0000 UTC,272.98,270.93,275.37,1032,59,1,205,0,sky is clear
2014-01-01 03:00:00 +0000 UTC,271.84,269.82,274.26,1028,73,1,205,0,sky is clear
2014-01-01 04:00:00 +0000 UTC,270.76,269.26,272.59,1025,85,1,205,0,sky is clear
2014-01-01 05:00:00 +0000 UTC,271.21,268.71,273.71,1026,73,1,205,0,sky is clear
2014-01-01 06:00:00 +0000 UTC,270.14,268.71,272.59,1024,86,1,205,0,sky is clear
2014-01-01 07:00:00 +0000 UTC,270.34,268.71,272.59,1026,73,1,205,0,sky is clear
2014-01-01 08:00:00 +0000 UTC,269.97,267.59,272.59,1031,73,1,205,0,sky is clear
2014-01-01 10:00:00 +0000 UTC,269.22,268.15,271.48,1030,82,1,84,0,mist
2014-01-01 12:00:00 +0000 UTC,269.08,267.59,270.93,1025,95,1,205,0,sky is clear
2014-01-01 13:00:00 +0000 UTC,268.5,267.59,270.37,1025,73,1,205,0,mist
2014-01-01 14:00:00 +0000 UTC,270.75,269.82,272.04,1031,86,1,205,0,sky is clear
2014-01-01 16:00:00 +0000 UTC,276.06,274.82,277.59,1025,73,1,205,0,sky is clear
2014-01-01 18:00:00 +0000 UTC,278.07,276.48,279.82,1024,73,1,247,0,sky is clear
2014-01-01 19:00:00 +0000 UTC,280.48,279.82,281.48,1022,73,1,205,0,sky is clear
2014-01-01 20:00:00 +0000 UTC,281.49,280.93,282.04,1021,73,1,205,0,sky is clear
2014-01-01 21:00:00 +0000 UTC,281.42,280.37,283.15,1021,73,1,205,0,sky is clear
2014-01-01 22:00:00 +0000 UTC,281.06,279.26,282.59,1020,73,1,205,0,sky is clear
2014-01-01 23:00:00 +0000 UTC,279.91,277.59,281.48,1020,73,1,205,0,sky is clear
2014-01-02 00:00:00 +0000 UTC,277.43,276.48,279.26,1020,73,1,205,0,sky is clear
2014-01-02 01:00:00 +0000 UTC,276.84,274.82,278.71,1024,58,1,100,0,sky is clear
2014-01-02 02:00:00 +0000 UTC,275.47,273.71,277.59,1024,59,1,205,0,sky is clear
2014-01-02 04:00:00 +0000 UTC,282.697,282.697,282.697,989,73,1,205,0,sky is clear
2014-01-02 05:00:00 +0000 UTC,274.25,273.71,274.82,1016,73,1,205,0,sky is clear
2014-01-02 07:00:00 +0000 UTC,273.98,273.71,274.26,1016,73,1,205,0,sky is clear
2014-01-02 08:00:00 +0000 UTC,274.37,273.71,275.37,1015,90,0,226,0,sky is clear
2014-01-02 09:00:00 +0000 UTC,274.26,273.71,274.82,1013,73,1,205,0,sky is clear
2014-01-02 10:00:00 +0000 UTC,275.11,274.82,275.93,1013,73,1,205,0,light rain
2014-01-02 11:00:00 +0000 UTC,274.54,274.26,274.82,1012,73,1,205,0,light rain
2014-01-02 12:00:00 +0000 UTC,274.55,273.71,275.37,1017,95,1,205,0,moderate rain
2014-01-02 12:00:00 +0000 UTC,274.55,273.71,275.37,1017,95,1,205,0,mist
2014-01-02 13:00:00 +0000 UTC,275.34,273.71,277.15,1012,73,0,112,0,moderate rain
2014-01-02 13:00:00 +0000 UTC,275.34,273.71,277.15,1012,73,0,112,0,mist
2014-01-02 14:00:00 +0000 UTC,275.02,273.71,276.15,1010,73,1,161,0,moderate rain
2014-01-02 14:00:00 +0000 UTC,275.02,273.71,276.15,1010,73,1,161,0,mist
2014-01-02 15:00:00 +0000 UTC,275.06,273.71,276.48,1010,73,1,205,0,moderate rain
2014-01-02 15:00:00 +0000 UTC,275.06,273.71,276.48,1010,73,1,205,0,mist
2014-01-02 16:00:00 +0000 UTC,275.68,274.82,277.04,1009,93,1,205,90,light rain
2014-01-02 16:00:00 +0000 UTC,275.68,274.82,277.04,1009,93,1,205,90,mist
2014-01-02 18:00:00 +0000 UTC,276.15,275.37,277.04,1007,73,1,205,0,moderate rain
2014-01-02 18:00:00 +0000 UTC,276.15,275.37,277.04,1007,73,1,205,0,mist
2014-01-02 19:00:00 +0000 UTC,276.7,275.93,278.15,1011,97,1,294,0,light rain
2014-01-02 19:00:00 +0000 UTC,276.7,275.93,278.15,1011,97,1,294,0,mist
2014-01-02 20:00:00 +0000 UTC,277.55,276.48,278.71,1007,73,0,5,0,light rain
2014-01-02 20:00:00 +0000 UTC,277.55,276.48,278.71,1007,73,0,5,0,mist
2014-01-02 21:00:00 +0000 UTC,277.05,276.48,277.59,1008,73,1,300,0,sky is clear
2014-01-02 22:00:00 +0000 UTC,275.79,274.82,276.48,1010,73,1,205,0,sky is clear
2014-01-02 23:00:00 +0000 UTC,271.75,270.37,273.71,1013,73,1,205,0,sky is clear
2014-01-03 00:00:00 +0000 UTC,270.21,269.82,270.93,1019,68,4,260,90,light snow
2014-01-03 01:00:00 +0000 UTC,269.05,268.15,270.37,1017,73,1,205,0,light snow
2014-01-03 03:00:00 +0000 UTC,268.27,267.59,268.71,1018,73,1,205,0,light snow
2014-01-03 04:00:00 +0000 UTC,267.69,267.04,268.15,1019,73,1,205,0,light snow
2014-01-03 05:00:00 +0000 UTC,266.76,266.48,267.04,1023,73,3,253,0,sky is clear
2014-01-03 07:00:00 +0000 UTC,265.35,264.82,265.93,1022,73,1,205,0,sky is clear
2014-01-03 08:00:00 +0000 UTC,265.24,264.82,265.37,1026,73,3,265,0,sky is clear
2014-01-03 10:00:00 +0000 UTC,264.36,263.71,264.82,1026,73,1,205,0,sky is clear
2014-01-03 12:00:00 +0000 UTC,263.87,263.15,264.26,1032,76,0,24,0,sky is clear
2014-01-03 13:00:00 +0000 UTC,263.62,263.15,264.26,1028,73,1,205,0,sky is clear
2014-01-03 14:00:00 +0000 UTC,264.19,263.15,264.82,1034,73,0,46,0,sky is clear
2014-01-03 15:00:00 +0000 UTC,266.04,265.93,266.48,1030,73,1,205,0,sky is clear
2014-01-03 17:00:00 +0000 UTC,268.1,266.48,268.71,1029,73,1,205,0,sky is clear
2014-01-03 19:00:00 +0000 UTC,269.59,269.26,269.82,1029,73,1,205,0,sky is clear
2014-01-03 20:00:00 +0000 UTC,270.38,269.26,272.04,1029,73,1,205,0,sky is clear
2014-01-03 21:00:00 +0000 UTC,270.54,269.82,270.93,1029,73,1,205,0,sky is clear
2014-01-03 22:00:00 +0000 UTC,270.21,269.26,270.93,1028,73,1,205,0,sky is clear
2014-01-03 23:00:00 +0000 UTC,269,268.71,269.82,1033,53,1,205,0,sky is clear
2014-01-04 00:00:00 +0000 UTC,268.48,268.15,268.71,1027,57,1,331,0,sky is clear
2014-01-04 01:00:00 +0000 UTC,267.87,265.93,269.82,1034,54,1,205,0,sky is clear
2014-01-04 02:00:00 +0000 UTC,267.56,265.93,269.26,1028,62,2,50,1,sky is clear
2014-01-04 02:00:00 +0000 UTC,267.07,266.15,268.15,1028,57,0,0,1,sky is clear
2014-01-04 04:00:00 +0000 UTC,267.02,266.48,267.59,1027,73,1,205,0,sky is clear
2014-01-04 05:00:00 +0000 UTC,265.92,264.26,267.59,1025,73,1,205,0,sky is clear
2014-01-04 06:00:00 +0000 UTC,266.25,264.82,267.04,1031,61,1,84,0,sky is clear
2014-01-04 07:00:00 +0000 UTC,266.04,264.82,267.04,1026,73,1,205,0,sky is clear
2014-01-04 08:00:00 +0000 UTC,264.85,263.15,267.04,1032,60,0,97,0,sky is clear
2014-01-04 09:00:00 +0000 UTC,264.81,263.15,266.48,1027,73,1,205,0,sky is clear
2014-01-04 10:00:00 +0000 UTC,264.58,263.15,266.48,1026,73,1,205,0,sky is clear
2014-01-04 11:00:00 +0000 UTC,264.35,263.15,265.93,1027,73,1,205,0,sky is clear
2014-01-04 12:00:00 +0000 UTC,264.05,262.59,265.37,1027,73,1,205,0,sky is clear
2014-01-04 13:00:00 +0000 UTC,264.16,262.59,265.37,1033,80,1,82,0,sky is clear
2014-01-04 14:00:00 +0000 UTC,265.48,262.59,267.59,1026,73,1,177,0,sky is clear
2014-01-04 15:00:00 +0000 UTC,271.03,269.82,272.04,1027,73,1,205,0,sky is clear
2014-01-04 17:00:00 +0000 UTC,273.4,271.48,274.82,1031,53,0,187,0,sky is clear
2014-01-04 18:00:00 +0000 UTC,275.52,274.26,277.59,1026,73,3,175,0,sky is clear
2014-01-04 19:00:00 +0000 UTC,278.64,277.59,280.37,1028,41,2,28,0,sky is clear
2014-01-04 21:00:00 +0000 UTC,279.33,278.15,281.48,1022,65,0,98,0,sky is clear
2014-01-04 22:00:00 +0000 UTC,279.82,278.71,281.48,1027,55,3,122,0,sky is clear
2014-01-04 23:00:00 +0000 UTC,277.04,275.93,277.59,1026,51,2,84,0,sky is clear
2014-01-05 01:00:00 +0000 UTC,276.26,274.82,277.59,1019,73,0,222,0,sky is clear
2014-01-05 02:00:00 +0000 UTC,276.07,274.26,278.71,1019,73,0,90,0,sky is clear
2014-01-05 03:00:00 +0000 UTC,275.8,273.71,278.71,1026,55,2,71,0,sky is clear
2014-01-05 04:00:00 +0000 UTC,274.36,272.04,277.59,1025,58,2,117,0,sky is clear
2014-01-05 06:00:00 +0000 UTC,273.97,270.93,277.59,1019,73,1,205,0,sky is clear
2014-01-05 07:00:00 +0000 UTC,272.74,270.37,277.59,1018,77,1,205,0,sky is clear
2014-01-05 09:00:00 +0000 UTC,274.6,272.59,277.04,1016,81,1,205,0,sky is clear
2014-01-05 10:00:00 +0000 UTC,276,273.71,277.59,1020,86,2,230,90,overcast clouds
2014-01-05 12:00:00 +0000 UTC,274.39,272.04,277.15,1017,73,0,158,0,light intensity drizzle
2014-01-05 13:00:00 +0000 UTC,274.67,272.04,277.04,1017,73,1,205,0,sky is clear
2014-01-05 15:00:00 +0000 UTC,275.12,273.71,277.15,1016,73,1,205,0,sky is clear
2014-01-05 16:00:00 +0000 UTC,275.37,274.26,277.04,1021,84,2,116,0,sky is clear
2014-01-05 17:00:00 +0000 UTC,278.92,278.15,280.37,1019,81,1,103,0,sky is clear
2014-01-05 18:00:00 +0000 UTC,283.83,281.48,286.48,1009,73,1,205,0,sky is clear
2014-01-05 20:00:00 +0000 UTC,284.81,284.26,285.37,1013,63,4,85,0,sky is clear
2014-01-05 21:00:00 +0000 UTC,285.33,282.59,288.15,1005,56,5,141,0,sky is clear
2014-01-05 22:00:00 +0000 UTC,284.48,283.15,287.59,1005,73,1,205,0,sky is clear
2014-01-05 23:00:00 +0000 UTC,284.73,280.93,288.71,1004,73,1,205,0,sky is clear
2014-01-06 01:00:00 +0000 UTC,284.64,280.37,289.26,1003,94,0,72,0,heavy intensity rain
2014-01-06 01:00:00 +0000 UTC,284.64,280.37,289.26,1003,94,0,72,0,mist
2014-01-06 02:00:00 +0000 UTC,283.99,280.93,289.26,1002,73,1,205,0,moderate rain
2014-01-06 02:00:00 +0000 UTC,283.99,280.93,289.26,1002,73,1,205,0,mist
2014-01-06 03:00:00 +0000 UTC,284.34,282.04,287.04,1002,74,7,207,0,light rain
2014-01-06 03:00:00 +0000 UTC,284.34,282.04,287.04,1002,74,7,207,0,mist
2014-01-06 04:00:00 +0000 UTC,282.61,282.04,283.71,1002,73,1,205,0,heavy intensity rain
2014-01-06 04:00:00 +0000 UTC,282.61,282.04,283.71,1002,73,1,205,0,mist
2014-01-06 05:00:00 +0000 UTC,279.56,277.04,281.48,1004,73,1,205,0,moderate rain
2014-01-06 05:00:00 +0000 UTC,279.56,277.04,281.48,1004,73,1,205,0,mist
2014-01-06 06:00:00 +0000 UTC,274.5,273.71,275.37,1008,73,1,262,0,light rain
2014-01-06 06:00:00 +0000 UTC,274.5,273.71,275.37,1008,73,1,262,0,light snow
2014-01-06 06:00:00 +0000 UTC,274.5,273.71,275.37,1008,73,1,262,0,mist
2014-01-06 07:00:00 +0000 UTC,272.47,272.04,273.71,1010,73,1,205,0,light snow
2014-01-06 07:00:00 +0000 UTC,272.47,272.04,273.71,1010,73,1,205,0,mist
2014-01-06 08:00:00 +0000 UTC,271.6,269.82,274.26,1014,73,3,225,0,light snow
2014-01-06 08:00:00 +0000 UTC,271.6,269.82,274.26,1014,73,3,225,0,mist
2014-01-06 09:00:00 +0000 UTC,269.79,269.15,270.37,1013,88,5,282,0,light snow
2014-01-06 10:00:00 +0000 UTC,268.49,267.59,269.26,1019,93,3,278,0,light snow
2014-01-06 11:00:00 +0000 UTC,267.7,267.04,268.71,1015,73,1,205,0,light snow
2014-01-06 12:00:00 +0000 UTC,266.95,266.48,268.15,1017,73,0,270,0,sky is clear
2014-01-06 13:00:00 +0000 UTC,265.89,265.37,266.48,1022,91,1,236,0,light snow
2014-01-06 14:00:00 +0000 UTC,265.55,265.15,265.93,1018,73,1,205,0,light snow
2014-01-06 15:00:00 +0000 UTC,265.23,264.26,265.93,1019,73,1,205,0,sky is clear
2014-01-06 16:00:00 +0000 UTC,264.3,263.15,265.37,1019,71,1,281,0,light snow
2014-01-06 17:00:00 +0000 UTC,264.14,263.15,265.37,1020,73,1,205,0,sky is clear
2014-01-06 18:00:00 +0000 UTC,262.92,261.48,264.26,1021,73,1,270,0,sky is clear
2014-01-06 19:00:00 +0000 UTC,262.57,260.93,264.26,1021,73,1,205,0,sky is clear
2014-01-06 20:00:00 +0000 UTC,262.51,261.48,263.71,1022,73,1,205,0,sky is clear
2014-01-06 21:00:00 +0000 UTC,262.27,260.93,264.82,1023,73,1,205,0,sky is clear
2014-01-06 22:00:00 +0000 UTC,261.21,260.37,262.04,1027,55,1,218,0,sky is clear
2014-01-06 23:00:00 +0000 UTC,259.97,259.26,260.93,1024,73,1,310,0,sky is clear
2014-01-07 00:00:00 +0000 UTC,259.64,258.71,260.37,1027,73,1,205,0,sky is clear
2014-01-07 01:00:00 +0000 UTC,259.04,257.59,260.93,1028,73,1,205,0,sky is clear
2014-01-07 02:00:00 +0000 UTC,258.77,257.59,260.37,1028,73,1,205,0,sky is clear
2014-01-07 03:00:00 +0000 UTC,258.44,257.59,259.26,1029,74,1,82,0,sky is clear
2014-01-07 05:00:00 +0000 UTC,257.98,257.04,258.71,1029,73,1,292,0,sky is clear
2014-01-07 06:00:00 +0000 UTC,258.15,257.59,258.71,1033,73,2,270,0,sky is clear
2014-01-07 07:00:00 +0000 UTC,256.99,255.93,257.59,1033,75,1,205,0,light snow
2014-01-07 09:00:00 +0000 UTC,256.41,255.93,257.04,1038,68,1,205,0,sky is clear
2014-01-07 10:00:00 +0000 UTC,256.02,255.37,256.48,1029,73,0,248,0,sky is clear
2014-01-07 11:00:00 +0000 UTC,256.06,255.37,256.48,1029,69,1,205,0,sky is clear
2014-01-07 12:00:00 +0000 UTC,255.55,255.37,255.93,1033,73,1,205,0,sky is clear
2014-01-07 13:00:00 +0000 UTC,256.46,255.93,257.04,1035,73,1,130,0,sky is clear
2014-01-07 15:00:00 +0000 UTC,259.44,258.15,260.37,1036,73,1,205,0,sky is clear
